part_id,part_name,manufacturer_part_number,part_number,brand,appliance_type,current_price,original_price,has_discount,discount_percentage,rating,review_count,description,symptoms,replacement_parts,installation_difficulty,installation_time,delivery_time,availability,image_url,video_url,product_url,compatible_models_count,created_at,updated_at
87b33397-9232-435b-841b-c5c8617b69ae,Refrigerator Center Crisper Drawer Slide Rail - White,PS11757048,"",GE,refrigerator,52.31,52.31,f,0.00,5.00,205,"Refrigerator Center Crisper Drawer Slide Rail - White Specifications
This is a center crisper rail for your refrigerator. This part acts as a support rail for the crisper drawer by holding the center of the crisper frame. You will need to replace this part is if your current drawer is not opening or closing properly. This crisper rail is white and it is made entirely of plastic. It is roughly 13.5 inches long, and 2.5 inches wide. This is an easy repair which requires no tools.",Both pieces were broken. | The shelf frame and slide rail broke | Center crisper rail breaking off. | Broken side ears on crisper | Broken center crisper rail | Rail was cracked; trim was peeling and cracked | Rail snapped | The center rail was broken | Center crisper rail broken and crisper frame cracked | Broken center crisper rail,AP6023702 | 12530701 | 12530701N | 14217493 | 67001057 | 8208354 | 97001057 | W10671238 | W10671238N,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11757048-1-N-Whirlpool-WPW10671238-Refrigerator-Center-Crisper-Drawer-Slide-Rail-White.jpg,https://www.youtube.com/watch?v=v9hrs0zu0fo,https://www.partselect.com/PS11757048-Whirlpool-WPW10671238-Refrigerator-Center-Crisper-Drawer-Slide-Rail-White.htm?SourceCode=18,30,2026-02-11 14:27:31.684268,2026-02-11 14:27:31.684268
2f2446a4-8fc5-40e8-b267-17da42a5b218,LG Refrigerator Door Bin Shelf,PS16662680,"",GE,refrigerator,59.95,59.95,f,0.00,5.00,4,"Door Bin Shelf Specifications
This door basket, also known as a door shelf or door bin, is compatible with LG refrigerators. It is an authentic manufacturer replacement part, sourced directly from LG. It is made of clear plastic and it hooks into place on the inside of the fridge door. The door basket is perfect for storing bottles and jars in an organized manner. Over time, it is common for the door basket to become discolored, warped, or cracked. It is recommended to replace it in order to con",NaN,NaN,NaN,NaN,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/16662680-1-N-LG-MAN64890501-Door-Bin-Shelf.jpg,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16662680-LG-MAN64890501-Door-Bin-Shelf.htm?SourceCode=18,12,2026-02-11 14:27:31.713315,2026-02-11 14:27:31.713315
fe6267a8-bc4b-44d1-be58-7fe3cb8a1ce6,Whirlpool Refrigerator Water Filter,PS11722130,"",Whirlpool,refrigerator,83.89,83.89,f,0.00,5.00,98,"Refrigerator Water Filter Specifications
This water filter (Whirlpool EveryDrop Refrigerator Water Filter, Single Turn Filter) purifies water going to the water dispenser and sometimes the icemaker as well. This part should be replaced if it is causing reduced water flow or just replaced periodically per the owner manual. Replacing this water filter may fix a noisy or leaking fridge, a fridge that is not dispensing water (or reduced flow rate), and an ice maker that is not making ice at all, or ",crank on Ice feed bent and can lose from back . | Periodic change of filters | needed to replace water filter | Ice machine was not making ice | ice maker not working | The filter was clogged. | Bottom Drawer pin was broken | entire freezer compartment was cascaded in ice and icemaker had been noisy | Broken hinge on left side of meat drawer top | Replacing filter,AP5983564 | 12589201 | 12589203 | 12589206 | 12589208 | 13040201 | 13040214 | 13040216 | 13040216N | 13040218,Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11722130-1-N-Whirlpool-EDR4RXD1-Refrigerator-Water-Filter.jpg,https://www.youtube.com/watch?v=5oA-c0VklDg,https://www.partselect.com/PS11722130-Whirlpool-EDR4RXD1-Refrigerator-Water-Filter.htm?SourceCode=18,30,2026-02-11 14:27:31.688949,2026-02-11 14:27:31.688949
bba73f96-7141-4ee0-b9db-f61ae74d1b7e,"Whirlpool Refrigerator Pantry End Cap Kit, Lh And Rh",PS11738134,"",Whirlpool,refrigerator,34.50,34.50,f,0.00,5.00,425,"Pantry End Cap Kit, LH and RH Specifications
This manufacturer-approved Refrigerator Pantry End Cap Kit, also known as the Refrigerator Drawer Support, is a kit containing all parts of the Pantry End Cap.  It snaps into place on the appliance’s pantry drawer to help contain the items inside and to keep your refrigerator door from sliding all the way out. It is rated as ""medium"" difficulty to install, is constructed of plastic and comes in white. If broken or missing, the pantry drawer will not s","Broken bin door | Crisper Frame was cracked at the back and piece that deli drawer cover snaps into was broken on right side | Refrigerator Repair - How to Replace the Pantry End Cap | broken end tab on lift door,replaced cracked crisper pan front | Broken Pantry Lid Pin | Tab off of veggie drawer broke off | The Tab on which the lid swings broke on the left side. | the kids close the refer door with the meat drawer cover open, it breaks the plastic tab that it pivots on off | The left side was a snap.  The right side, which contains the cold air controls, was a little more challenging.  After a few minutes, I figured out how to release the tabs in order to free up the mechanism. | Pin for drawer lid broke off",AP6004794 | 12656010 | 12656013 | 12656014 | 12656019 | 12656022 | 12656023 | 12656104 | 12656106 | 67002757,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=0G8QcWb_2Fw,https://www.partselect.com/PS11738134-Whirlpool-W10874836-Pantry-End-Cap-Kit-LH-and-RH.htm?SourceCode=18,30,2026-02-11 14:27:31.690007,2026-02-11 14:27:31.690007
003cc068-f09a-4208-a22b-ed5a960526e5,Whirlpool Refrigerator Crisper Drawer With Handle,PS11739122,"",Whirlpool,refrigerator,56.95,56.95,f,0.00,5.00,158,"Refrigerator Crisper Drawer With Handle Specifications
This OEM, clear convertible meat drawer can be used to store meats or vegetables and is designed for the lower portion of your refrigerator, generally. It has its own cold air duct to allow cold air from the freezer to flow into the drawer. You could have a broken or faulty drawer if you find that the food is kept within is spoiling or drying out quickly. The drawer should slide open and closed with ease. If your drawer will not easily slide",Refrigerator was missing crisper cover and drawer | Crisper tray and rack cracked | shelves and drawer were cracked. | Everything went great | There is a catch on left side.. | Refrigerator gradually got really loud so I opened the back and found the source of noise. | drawer was broken | Cracked drawer bin fronts | Bottom drawer was broken and a shelf stud was broken off. Replace both parts,AP6006058 | 2173385 | 2173387 | 2173696 | 2175073 | 2175076 | 2179276 | 2179279 | 2179282 | 2179348,Really Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=SaXgE3UwJ-k,https://www.partselect.com/PS11739122-Whirlpool-WP2188664-Refrigerator-Crisper-Drawer-With-Handle.htm?SourceCode=18,30,2026-02-11 14:27:31.690943,2026-02-11 14:27:31.690943
56690459-2821-4543-9076-0c49239ea173,Whirlpool Refrigerator Air Filter,PS2580853,"",Whirlpool,refrigerator,16.71,16.71,f,0.00,5.00,44,"Refrigerator Air Filter Specifications
This Refrigerator Air Filter is a white 1.8x3.2"" plastic filter which neutralizes odor and bacteria in the air. It should be replaced every six months at a minimum. Refer to your user manual and model number to see if this filter is right for your fridge. Location for storage of the air filter may vary from model to model, but generally, you will find a small cover on the back-middle-top of your fridge, which can be popped off to reveal the air filter, whic","10 years old, bifold top doors, right side seal torn, causing the refridge to not seal and lose cooling capability from leakage | air filter needed replacement | Filters needed changing | The lights were out in the part of the refrigerator and freezer section of refrigerator. | linking water out of underneath of bottom freezer | Remove existing filters, install new filters | Filters needed replaced | Changed air filter | Periodic change of filters | Dishwaher door not opening and Refrigerator air filter.",AP4538127 | 2319308 | AIR 1 | AIR1 | W10315189 | W10335147,Really Easy,30 - 60 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/2580853-1-N-Whirlpool-W10311524-Refrigerator-Air-Filter.jpg,https://www.youtube.com/watch?v=nxIKznINpf8,https://www.partselect.com/PS2580853-Whirlpool-W10311524-Refrigerator-Air-Filter.htm?SourceCode=18,30,2026-02-11 14:27:31.691927,2026-02-11 14:27:31.691927
ed8a7447-29b2-4d82-85d5-11d800c93b9c,General Electric Refrigerator Evaporator Fan Motor,PS12741350,"",GE,refrigerator,71.95,71.95,f,0.00,5.00,153,"Evaporator Fan Motor Specifications
This 115-volt 60Hz evaporator fan motor is located in the back of the freezer and circulates air over the refrigerator coils. These coils will convert the heat into cool air, which is then circulated. If the motor has failed, the freezer/refrigerator will become too warm because the fan motor is not circulating the cool air from the freezer into the refrigerator. This is a genuine OEM part. Please remember to disconnect the power to the appliance before starti","intermittent loud screeching,,humming sound | Refrigerator fan motor died | Noisy freezer fan | Noisy evaporator fan motor | Howling motor | Loud screeching noise from freezer during cooling cycle | the evaporator fan motor was making noise sometimes, but not all the time during the cooling cycle | Fan not working | Freezer was wet and there was no air  coming out of the freezer fan.  Unit was very noisy too.",WR60X10045 | WR60X10046 | WR60X10072 | WR60X10138 | WR60X10141 | WR60X10346 | WR60X23584 | WR60X27646 | WR60X28783 | WR60X28784,Really Easy,30 - 60 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/12741350-1-N-GE-WR60X31522-Evaporator-Fan-Motor.jpg,https://www.youtube.com/watch?v=TwSMUJ_yrCU,https://www.partselect.com/PS12741350-GE-WR60X31522-Evaporator-Fan-Motor.htm?SourceCode=18,30,2026-02-11 14:27:31.697809,2026-02-11 14:27:31.697809
d5c6b30a-ab5f-4b1b-91c6-2730a1e14ce1,Whirlpool Refrigerator Center Rail,PS11752912,"",Whirlpool,refrigerator,23.95,23.95,f,0.00,5.00,247,"Refrigerator Center Rail Specifications
This OEM Center Rail is a white plastic part which supports the crisper frame, which holds the crisper. Fifteen inches long and white in colour,  if broken, the support may no longer hold properly. Refer to your model number and user manual to see if this part will be right for your appliance. This part is a very easy repair which only takes a few minutes and does not require any tools. Just slide the crisper drawers out, lift out the glass shelf, slide th","Both frame and center rail were broken. | 2nd time the frame and rail has broken | Crisper Frame broke at midspan in rear; glass shelf left taking all the load | Middle support for fruit and Veg drawer was broken and the Utility drawer front broke off. | Crisper Frame was cracked at the back and piece that deli drawer cover snaps into was broken on right side | Center rail between crisper drawers had broken leaving drawers exposed to excess moisture and food odors.. Pantry drawer lid hinge tab had broken and was discarded, leaving Deli Pantry Drawer with no closure.  Bottom of pantry drawer had cracked front to back allowing food and liquid to accumulate u | Center rail broke. | over time, the plastic center rail and deli lid showed signs of wear and breakage | insert new drawer divider | Too much weight on shelf over time caused it to crack down middle",AP6019603 | 12796401 | 67004514 | 8208326 | W10326469 | W10326469N | WPW10326469VP,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11752912-1-N-Whirlpool-WPW10326469-Refrigerator-Center-Rail.jpg,https://www.youtube.com/watch?v=EFJ-YCLJmjE,https://www.partselect.com/PS11752912-Whirlpool-WPW10326469-Refrigerator-Center-Rail.htm?SourceCode=18,30,2026-02-11 14:27:31.692849,2026-02-11 14:27:31.692849
d652e4f6-3e0b-4896-9500-e37e72c9e9b7,General Electric Refrigerator Water Filter,PS16217433,"",GE,refrigerator,82.35,82.35,f,0.00,5.00,17,"Refrigerator Water Filter Specifications
This easy-to-install water filter improves the taste and quality of your fridge’s water by reducing lead, VOCs, and over 50 other impurities. NSF-certified for performance, it’s located in the upper-right corner and should be replaced every six months for best results.",change water filter,XWF,Really Easy,Less than 15 mins,2-3 business days,In Stock Add to cart,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/16217433-1-N-GE-XWFE-Refrigerator-Water-Filter.jpg,https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16217433-GE-XWFE-Refrigerator-Water-Filter.htm?SourceCode=18,30,2026-02-11 14:27:31.69465,2026-02-11 14:27:31.69465
88a166ac-c796-45ec-8d9e-8fd5d80c859c,General Electric Refrigerator Shelf Module Ff,PS16619590,"",GE,refrigerator,47.95,47.95,f,0.00,5.00,65,"SHELF MODULE FF Specifications
This door bin is for refrigerators and attaches to the inside of the refrigerator door and typically holds jars and bottles. Follow the instructions in the owner's manual for installing this part.",Added parts to interior to improve capacity utilization,WR71X24428,Very Easy,15 - 30 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=d6AvOkulk_g,https://www.partselect.com/PS16619590-GE-WR71X38318-SHELF-MODULE-FF.htm?SourceCode=18,30,2026-02-11 14:27:31.69538,2026-02-11 14:27:31.69538
97a0730c-7cfe-4ae5-80cb-7dba13efe012,General Electric Refrigerator Water Filter,PS10063209,"",GE,refrigerator,75.34,75.34,f,0.00,5.00,39,"Refrigerator Water Filter Specifications
This NSF-certified water filter helps to improve the taste, quality, and health of your water by removing a number of contaminants including mercury, lead, and trace pharmaceuticals. The filter should be replaced every six month or after 300 gallons of water have been filtered. If you are unsure if your filter is due for replacement, another indicator is if the water flow from the dispenser has slowed down considerably. Replacing this part is a simple tas",I lack physical strength | Refrigerator water filter replacement. | Replaced thermistor 5.2 ohms of resistance | Replace water filter in icemaker | Replace old filter with new water filter. | Water filter needed changing.,AP5955761 | RPWF | RPWF3PK | RPWFE3PK,Really Easy,30 - 60 mins,2-3 business days,In Stock Add to cart,"https://www.partselect.comdata:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.youtube.com/watch?v=BExhLFhQ4kw,https://www.partselect.com/PS10063209-GE-RPWFE-Refrigerator-Water-Filter.htm?SourceCode=18,30,2026-02-11 14:27:31.696068,2026-02-11 14:27:31.696068
